Year,District,Code,Location,type_of_crime,total
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Street_robbery,6
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Injury,17
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Agg_assault,6
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Threat,13
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Theft,36
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Car,1
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,From_car,11
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Bike,3
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Burglary,1
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Fire,13
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Arson,13
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Damage,15
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Graffiti,5
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Drugs,4
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Local,44
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Robbery,1
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Street_robbery,1
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Injury,3
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Agg_assault,2
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Threat,7
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Theft,40
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Car,1
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",From_car,8
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Bike,9
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Burglary,0
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Fire,2
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Arson,2
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Damage,4
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Graffiti,0
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Drugs,1
2019,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Local,11
2019,Spandau,50101,Hakenfelde,Robbery,12
2019,Spandau,50101,Hakenfelde,Street_robbery,4
2019,Spandau,50101,Hakenfelde,Injury,165
2019,Spandau,50101,Hakenfelde,Agg_assault,35
2019,Spandau,50101,Hakenfelde,Threat,63
2019,Spandau,50101,Hakenfelde,Theft,813
2019,Spandau,50101,Hakenfelde,Car,41
2019,Spandau,50101,Hakenfelde,From_car,173
2019,Spandau,50101,Hakenfelde,Bike,64
2019,Spandau,50101,Hakenfelde,Burglary,31
2019,Spandau,50101,Hakenfelde,Fire,26
2019,Spandau,50101,Hakenfelde,Arson,16
2019,Spandau,50101,Hakenfelde,Damage,229
2019,Spandau,50101,Hakenfelde,Graffiti,13
2019,Spandau,50101,Hakenfelde,Drugs,26
2019,Spandau,50101,Hakenfelde,Local,476
2019,Spandau,50102,Falkenhagener Feld,Robbery,20
2019,Spandau,50102,Falkenhagener Feld,Street_robbery,11
2019,Spandau,50102,Falkenhagener Feld,Injury,399
2019,Spandau,50102,Falkenhagener Feld,Agg_assault,74
2019,Spandau,50102,Falkenhagener Feld,Threat,162
2019,Spandau,50102,Falkenhagener Feld,Theft,1063
2019,Spandau,50102,Falkenhagener Feld,Car,81
2019,Spandau,50102,Falkenhagener Feld,From_car,150
2019,Spandau,50102,Falkenhagener Feld,Bike,114
2019,Spandau,50102,Falkenhagener Feld,Burglary,53
2019,Spandau,50102,Falkenhagener Feld,Fire,46
2019,Spandau,50102,Falkenhagener Feld,Arson,16
2019,Spandau,50102,Falkenhagener Feld,Damage,299
2019,Spandau,50102,Falkenhagener Feld,Graffiti,9
2019,Spandau,50102,Falkenhagener Feld,Drugs,67
2019,Spandau,50102,Falkenhagener Feld,Local,891
2019,Spandau,50103,Spandau Mitte,Robbery,65
2019,Spandau,50103,Spandau Mitte,Street_robbery,31
2019,Spandau,50103,Spandau Mitte,Injury,671
2019,Spandau,50103,Spandau Mitte,Agg_assault,160
2019,Spandau,50103,Spandau Mitte,Threat,251
2019,Spandau,50103,Spandau Mitte,Theft,1940
2019,Spandau,50103,Spandau Mitte,Car,47
2019,Spandau,50103,Spandau Mitte,From_car,247
2019,Spandau,50103,Spandau Mitte,Bike,167
2019,Spandau,50103,Spandau Mitte,Burglary,35
2019,Spandau,50103,Spandau Mitte,Fire,28
2019,Spandau,50103,Spandau Mitte,Arson,16
2019,Spandau,50103,Spandau Mitte,Damage,529
2019,Spandau,50103,Spandau Mitte,Graffiti,48
2019,Spandau,50103,Spandau Mitte,Drugs,266
2019,Spandau,50103,Spandau Mitte,Local,1328
2019,Spandau,50204,Brunsbütteler Damm,Robbery,14
2019,Spandau,50204,Brunsbütteler Damm,Street_robbery,3
2019,Spandau,50204,Brunsbütteler Damm,Injury,169
2019,Spandau,50204,Brunsbütteler Damm,Agg_assault,41
2019,Spandau,50204,Brunsbütteler Damm,Threat,73
2019,Spandau,50204,Brunsbütteler Damm,Theft,839
2019,Spandau,50204,Brunsbütteler Damm,Car,51
2019,Spandau,50204,Brunsbütteler Damm,From_car,125
2019,Spandau,50204,Brunsbütteler Damm,Bike,121
2019,Spandau,50204,Brunsbütteler Damm,Burglary,25
2019,Spandau,50204,Brunsbütteler Damm,Fire,17
2019,Spandau,50204,Brunsbütteler Damm,Arson,6
2019,Spandau,50204,Brunsbütteler Damm,Damage,207
2019,Spandau,50204,Brunsbütteler Damm,Graffiti,10
2019,Spandau,50204,Brunsbütteler Damm,Drugs,18
2019,Spandau,50204,Brunsbütteler Damm,Local,438
2019,Spandau,50205,Heerstraße Nord,Robbery,21
2019,Spandau,50205,Heerstraße Nord,Street_robbery,9
2019,Spandau,50205,Heerstraße Nord,Injury,362
2019,Spandau,50205,Heerstraße Nord,Agg_assault,77
2019,Spandau,50205,Heerstraße Nord,Threat,122
2019,Spandau,50205,Heerstraße Nord,Theft,860
2019,Spandau,50205,Heerstraße Nord,Car,35
2019,Spandau,50205,Heerstraße Nord,From_car,151
2019,Spandau,50205,Heerstraße Nord,Bike,88
2019,Spandau,50205,Heerstraße Nord,Burglary,51
2019,Spandau,50205,Heerstraße Nord,Fire,25
2019,Spandau,50205,Heerstraße Nord,Arson,12
2019,Spandau,50205,Heerstraße Nord,Damage,338
2019,Spandau,50205,Heerstraße Nord,Graffiti,70
2019,Spandau,50205,Heerstraße Nord,Drugs,42
2019,Spandau,50205,Heerstraße Nord,Local,740
2019,Spandau,50206,Wilhelmstadt,Robbery,39
2019,Spandau,50206,Wilhelmstadt,Street_robbery,20
2019,Spandau,50206,Wilhelmstadt,Injury,601
2019,Spandau,50206,Wilhelmstadt,Agg_assault,150
2019,Spandau,50206,Wilhelmstadt,Threat,202
2019,Spandau,50206,Wilhelmstadt,Theft,2459
2019,Spandau,50206,Wilhelmstadt,Car,30
2019,Spandau,50206,Wilhelmstadt,From_car,207
2019,Spandau,50206,Wilhelmstadt,Bike,162
2019,Spandau,50206,Wilhelmstadt,Burglary,55
2019,Spandau,50206,Wilhelmstadt,Fire,20
2019,Spandau,50206,Wilhelmstadt,Arson,8
2019,Spandau,50206,Wilhelmstadt,Damage,364
2019,Spandau,50206,Wilhelmstadt,Graffiti,40
2019,Spandau,50206,Wilhelmstadt,Drugs,101
2019,Spandau,50206,Wilhelmstadt,Local,1148
2019,Spandau,50307,Haselhorst,Robbery,18
2019,Spandau,50307,Haselhorst,Street_robbery,7
2019,Spandau,50307,Haselhorst,Injury,150
2019,Spandau,50307,Haselhorst,Agg_assault,33
2019,Spandau,50307,Haselhorst,Threat,78
2019,Spandau,50307,Haselhorst,Theft,693
2019,Spandau,50307,Haselhorst,Car,49
2019,Spandau,50307,Haselhorst,From_car,127
2019,Spandau,50307,Haselhorst,Bike,52
2019,Spandau,50307,Haselhorst,Burglary,21
2019,Spandau,50307,Haselhorst,Fire,14
2019,Spandau,50307,Haselhorst,Arson,10
2019,Spandau,50307,Haselhorst,Damage,108
2019,Spandau,50307,Haselhorst,Graffiti,9
2019,Spandau,50307,Haselhorst,Drugs,39
2019,Spandau,50307,Haselhorst,Local,337
2019,Spandau,50308,Siemensstadt,Robbery,13
2019,Spandau,50308,Siemensstadt,Street_robbery,8
2019,Spandau,50308,Siemensstadt,Injury,128
2019,Spandau,50308,Siemensstadt,Agg_assault,25
2019,Spandau,50308,Siemensstadt,Threat,45
2019,Spandau,50308,Siemensstadt,Theft,662
2019,Spandau,50308,Siemensstadt,Car,44
2019,Spandau,50308,Siemensstadt,From_car,130
2019,Spandau,50308,Siemensstadt,Bike,96
2019,Spandau,50308,Siemensstadt,Burglary,38
2019,Spandau,50308,Siemensstadt,Fire,8
2019,Spandau,50308,Siemensstadt,Arson,5
2019,Spandau,50308,Siemensstadt,Damage,130
2019,Spandau,50308,Siemensstadt,Graffiti,33
2019,Spandau,50308,Siemensstadt,Drugs,34
2019,Spandau,50308,Siemensstadt,Local,330
2019,Spandau,50409,Gatow/Kladow,Robbery,6
2019,Spandau,50409,Gatow/Kladow,Street_robbery,3
2019,Spandau,50409,Gatow/Kladow,Injury,92
2019,Spandau,50409,Gatow/Kladow,Agg_assault,21
2019,Spandau,50409,Gatow/Kladow,Threat,61
2019,Spandau,50409,Gatow/Kladow,Theft,348
2019,Spandau,50409,Gatow/Kladow,Car,19
2019,Spandau,50409,Gatow/Kladow,From_car,34
2019,Spandau,50409,Gatow/Kladow,Bike,38
2019,Spandau,50409,Gatow/Kladow,Burglary,86
2019,Spandau,50409,Gatow/Kladow,Fire,8
2019,Spandau,50409,Gatow/Kladow,Arson,6
2019,Spandau,50409,Gatow/Kladow,Damage,124
2019,Spandau,50409,Gatow/Kladow,Graffiti,4
2019,Spandau,50409,Gatow/Kladow,Drugs,8
2019,Spandau,50409,Gatow/Kladow,Local,241
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Robbery,3
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Street_robbery,1
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Injury,7
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Agg_assault,3
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Threat,0
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Theft,17
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Car,0
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",From_car,5
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Bike,1
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Burglary,0
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Fire,2
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Arson,2
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Damage,4
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Graffiti,0
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Drugs,5
2019,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Local,12
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Robbery,39
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Street_robbery,23
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Injury,240
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Agg_assault,51
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Threat,79
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Theft,2281
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Car,41
2019,Steglitz-Zehlendorf,60101,Schloßstr.,From_car,155
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Bike,388
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Burglary,65
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Fire,41
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Arson,5
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Damage,248
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Graffiti,45
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Drugs,70
2019,Steglitz-Zehlendorf,60101,Schloßstr.,Local,587
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Robbery,35
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Street_robbery,23
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Injury,274
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Agg_assault,49
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Threat,128
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Theft,1486
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Car,79
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,From_car,308
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Bike,271
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Burglary,142
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Fire,31
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Arson,12
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Damage,426
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Graffiti,90
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Drugs,59
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,Local,843
2019,Steglitz-Zehlendorf,60203,Lankwitz,Robbery,19
2019,Steglitz-Zehlendorf,60203,Lankwitz,Street_robbery,9
2019,Steglitz-Zehlendorf,60203,Lankwitz,Injury,354
2019,Steglitz-Zehlendorf,60203,Lankwitz,Agg_assault,60
2019,Steglitz-Zehlendorf,60203,Lankwitz,Threat,132
2019,Steglitz-Zehlendorf,60203,Lankwitz,Theft,1262
2019,Steglitz-Zehlendorf,60203,Lankwitz,Car,51
2019,Steglitz-Zehlendorf,60203,Lankwitz,From_car,240
2019,Steglitz-Zehlendorf,60203,Lankwitz,Bike,104
2019,Steglitz-Zehlendorf,60203,Lankwitz,Burglary,117
2019,Steglitz-Zehlendorf,60203,Lankwitz,Fire,19
2019,Steglitz-Zehlendorf,60203,Lankwitz,Arson,6
2019,Steglitz-Zehlendorf,60203,Lankwitz,Damage,333
2019,Steglitz-Zehlendorf,60203,Lankwitz,Graffiti,30
2019,Steglitz-Zehlendorf,60203,Lankwitz,Drugs,78
2019,Steglitz-Zehlendorf,60203,Lankwitz,Local,839
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Robbery,22
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Street_robbery,10
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Injury,216
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Agg_assault,40
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Threat,101
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Theft,955
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Car,53
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,From_car,189
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Bike,163
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Burglary,66
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Fire,16
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Arson,7
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Damage,257
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Graffiti,68
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Drugs,29
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,Local,514
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Robbery,36
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Street_robbery,28
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Injury,173
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Agg_assault,29
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Threat,94
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Theft,1170
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Car,23
2019,Steglitz-Zehlendorf,60305,Teltower Damm,From_car,204
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Bike,376
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Burglary,50
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Fire,12
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Arson,2
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Damage,242
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Graffiti,32
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Drugs,51
2019,Steglitz-Zehlendorf,60305,Teltower Damm,Local,449
2019,Steglitz-Zehlendorf,60306,Drakestr.,Robbery,20
2019,Steglitz-Zehlendorf,60306,Drakestr.,Street_robbery,10
2019,Steglitz-Zehlendorf,60306,Drakestr.,Injury,269
2019,Steglitz-Zehlendorf,60306,Drakestr.,Agg_assault,50
2019,Steglitz-Zehlendorf,60306,Drakestr.,Threat,133
2019,Steglitz-Zehlendorf,60306,Drakestr.,Theft,1475
2019,Steglitz-Zehlendorf,60306,Drakestr.,Car,52
2019,Steglitz-Zehlendorf,60306,Drakestr.,From_car,289
2019,Steglitz-Zehlendorf,60306,Drakestr.,Bike,288
2019,Steglitz-Zehlendorf,60306,Drakestr.,Burglary,94
2019,Steglitz-Zehlendorf,60306,Drakestr.,Fire,19
2019,Steglitz-Zehlendorf,60306,Drakestr.,Arson,7
2019,Steglitz-Zehlendorf,60306,Drakestr.,Damage,316
2019,Steglitz-Zehlendorf,60306,Drakestr.,Graffiti,35
2019,Steglitz-Zehlendorf,60306,Drakestr.,Drugs,44
2019,Steglitz-Zehlendorf,60306,Drakestr.,Local,676
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Robbery,15
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Street_robbery,10
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Injury,145
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Agg_assault,40
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Threat,81
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Theft,906
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Car,38
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,From_car,157
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Bike,160
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Burglary,95
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Fire,31
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Arson,19
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Damage,411
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Graffiti,241
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Drugs,36
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,Local,389
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Robbery,31
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Street_robbery,15
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Injury,204
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Agg_assault,40
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Threat,111
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Theft,1782
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Car,65
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,From_car,379
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Bike,390
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Burglary,148
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Fire,24
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Arson,13
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Damage,475
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Graffiti,215
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Drugs,43
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,Local,567
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Robbery,0
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Street_robbery,0
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Injury,9
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Agg_assault,3
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Threat,3
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Theft,39
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Car,0
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",From_car,6
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Bike,6
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Burglary,0
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Fire,1
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Arson,1
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Damage,1
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Graffiti,0
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Drugs,2
2019,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",Local,12
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Robbery,125
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Street_robbery,81
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Injury,737
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Agg_assault,206
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Threat,228
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Theft,4691
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Car,39
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,From_car,383
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Bike,642
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Burglary,113
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Fire,32
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Arson,18
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Damage,672
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Graffiti,233
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Drugs,413
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,Local,2016
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Robbery,43
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Street_robbery,24
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Injury,606
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Agg_assault,142
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Threat,209
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Theft,3103
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Car,47
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,From_car,294
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Bike,597
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Burglary,88
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Fire,22
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Arson,8
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Damage,615
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Graffiti,177
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Drugs,241
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,Local,1632
2019,Tempelhof-Schöneberg,70303,Friedenau,Robbery,27
2019,Tempelhof-Schöneberg,70303,Friedenau,Street_robbery,16
2019,Tempelhof-Schöneberg,70303,Friedenau,Injury,271
2019,Tempelhof-Schöneberg,70303,Friedenau,Agg_assault,51
2019,Tempelhof-Schöneberg,70303,Friedenau,Threat,121
2019,Tempelhof-Schöneberg,70303,Friedenau,Theft,2173
2019,Tempelhof-Schöneberg,70303,Friedenau,Car,72
2019,Tempelhof-Schöneberg,70303,Friedenau,From_car,325
2019,Tempelhof-Schöneberg,70303,Friedenau,Bike,421
2019,Tempelhof-Schöneberg,70303,Friedenau,Burglary,92
2019,Tempelhof-Schöneberg,70303,Friedenau,Fire,32
2019,Tempelhof-Schöneberg,70303,Friedenau,Arson,15
2019,Tempelhof-Schöneberg,70303,Friedenau,Damage,389
2019,Tempelhof-Schöneberg,70303,Friedenau,Graffiti,88
2019,Tempelhof-Schöneberg,70303,Friedenau,Drugs,67
2019,Tempelhof-Schöneberg,70303,Friedenau,Local,777
2019,Tempelhof-Schöneberg,70404,Tempelhof,Robbery,66
2019,Tempelhof-Schöneberg,70404,Tempelhof,Street_robbery,27
2019,Tempelhof-Schöneberg,70404,Tempelhof,Injury,813
2019,Tempelhof-Schöneberg,70404,Tempelhof,Agg_assault,173
2019,Tempelhof-Schöneberg,70404,Tempelhof,Threat,325
2019,Tempelhof-Schöneberg,70404,Tempelhof,Theft,3816
2019,Tempelhof-Schöneberg,70404,Tempelhof,Car,116
2019,Tempelhof-Schöneberg,70404,Tempelhof,From_car,698
2019,Tempelhof-Schöneberg,70404,Tempelhof,Bike,407
2019,Tempelhof-Schöneberg,70404,Tempelhof,Burglary,173
2019,Tempelhof-Schöneberg,70404,Tempelhof,Fire,47
2019,Tempelhof-Schöneberg,70404,Tempelhof,Arson,19
2019,Tempelhof-Schöneberg,70404,Tempelhof,Damage,869
2019,Tempelhof-Schöneberg,70404,Tempelhof,Graffiti,254
2019,Tempelhof-Schöneberg,70404,Tempelhof,Drugs,287
2019,Tempelhof-Schöneberg,70404,Tempelhof,Local,2128
2019,Tempelhof-Schöneberg,70505,Mariendorf,Robbery,40
2019,Tempelhof-Schöneberg,70505,Mariendorf,Street_robbery,21
2019,Tempelhof-Schöneberg,70505,Mariendorf,Injury,332
2019,Tempelhof-Schöneberg,70505,Mariendorf,Agg_assault,68
2019,Tempelhof-Schöneberg,70505,Mariendorf,Threat,258
2019,Tempelhof-Schöneberg,70505,Mariendorf,Theft,1832
2019,Tempelhof-Schöneberg,70505,Mariendorf,Car,61
2019,Tempelhof-Schöneberg,70505,Mariendorf,From_car,435
2019,Tempelhof-Schöneberg,70505,Mariendorf,Bike,205
2019,Tempelhof-Schöneberg,70505,Mariendorf,Burglary,172
